"No.","Time","Source","Destination","Protocol","Length","Info"
"5767","70.751715","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5768","70.751716","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=888919 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5769","70.751720","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=890289 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5770","70.751721","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=891659 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5771","70.751911","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=893029 Win=2389248 Len=0"
"5772","70.752163","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=893029 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5773","70.752164","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=894399 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5774","70.752231","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=895769 Win=2389248 Len=0"
"5775","70.752576","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=895769 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5776","70.752579","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=897139 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5777","70.752580","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=898509 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5778","70.752581","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=899879 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5779","70.752582","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [PSH, ACK] Seq=901249 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5780","70.752695","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=902619 Win=2389248 Len=0"
"5781","70.753049","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=902619 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5782","70.753050","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5783","70.753050","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=905359 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5784","70.753054","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=906729 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5785","70.753055","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [PSH, ACK] Seq=908099 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5786","70.753171","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=909469 Win=2389248 Len=0"
"5787","70.772476","2405:204:4088:c972:d175:5de0:a2d0:cc05","2404:6800:4002:80f::2008","UDP","90","51493  >  443 Len=28"
"5788","70.773791","192.168.42.54","176.49.67.180","UDP","145","33245  >  58616 Len=103"
"5789","70.812068","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=909469 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5790","70.813247","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=910839 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5791","70.813248","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=912209 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5792","70.813251","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=913579 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5793","70.813376","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=914949 Win=2389248 Len=0"
"5794","70.815984","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [PSH, ACK] Seq=914949 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5795","70.816650","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=916319 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5796","70.816651","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=917689 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5797","70.816653","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=919059 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5798","70.816654","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5799","70.816654","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=921799 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5800","70.816768","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=923169 Win=2389248 Len=0"
"5801","70.817202","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=923169 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5802","70.817203","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=924539 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5803","70.817204","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=925909 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5804","70.817205","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=927279 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5805","70.817206","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=928649 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5806","70.817286","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=930019 Win=2389248 Len=0"
"5807","70.817497","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=930019 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5808","70.817498","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=931389 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5809","70.817541","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=932759 Win=2389248 Len=0"
"5810","70.817923","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=932759 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5811","70.817925","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=934129 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5812","70.817926","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=935499 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5813","70.817926","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5814","70.817927","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=938239 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5815","70.817995","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=939609 Win=2389248 Len=0"
"5816","70.818254","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=939609 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5817","70.818254","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=940979 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5818","70.818255","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=942349 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5819","70.818309","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=943719 Win=2389248 Len=0"
"5820","70.818702","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=943719 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5821","70.818703","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=945089 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5822","70.818703","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=946459 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5823","70.818705","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=947829 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5824","70.818706","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=949199 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5825","70.818775","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=950569 Win=2389248 Len=0"
"5826","70.819163","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=950569 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5827","70.819163","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=951939 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5828","70.819164","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5829","70.819166","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=954679 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5830","70.819166","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=956049 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5831","70.819236","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=957419 Win=2389248 Len=0"
"5832","70.819351","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=957419 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5833","70.819379","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=958789 Win=2389248 Len=0"
"5834","70.819996","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=958789 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5835","70.819997","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=960159 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5836","70.819999","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=961529 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5837","70.820076","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=962899 Win=2389248 Len=0"
"5838","70.821868","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=962899 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5839","70.821869","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=964269 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5840","70.821869","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=965639 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5841","70.821870","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=967009 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5842","70.821871","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=968379 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5843","70.821947","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=969749 Win=2389248 Len=0"
"5844","70.822023","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5845","70.826002","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=971119 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5846","70.826008","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=972489 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5847","70.826022","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=973859 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5848","70.826390","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=975229 Win=2389248 Len=0"
"5849","70.826993","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=975229 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5850","70.826993","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=976599 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5851","70.826994","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=977969 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5852","70.826996","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=979339 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5853","70.826996","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=980709 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5854","70.827100","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=982079 Win=2389248 Len=0"
"5855","70.827811","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=982079 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5856","70.827812","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=983449 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5857","70.827812","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=984819 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5858","70.827901","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=986189 Win=2389248 Len=0"
"5859","70.831693","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5860","70.831693","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=987559 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5861","70.831694","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=988929 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5862","70.831782","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=990299 Win=2389248 Len=0"
"5863","70.832613","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=990299 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5864","70.832614","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=991669 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5865","70.832614","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=993039 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5866","70.832695","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=994409 Win=2389248 Len=0"
"5867","70.836607","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=994409 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5868","70.836608","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=995779 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5869","70.836608","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=997149 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5870","70.836610","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=998519 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5871","70.836707","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=999889 Win=2389248 Len=0"
"5872","70.839561","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=999889 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5873","70.839562","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1001259 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5874","70.839562","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5875","70.839636","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1003999 Win=2389248 Len=0"
"5876","70.843132","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1003999 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5877","70.843132","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1005369 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5878","70.843132","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1006739 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5879","70.843135","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1008109 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5880","70.843135","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1009479 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5881","70.843256","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1010849 Win=2389248 Len=0"
"5882","70.843538","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1010849 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5883","70.843539","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1012219 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5884","70.843539","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1013589 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5885","70.843601","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1014959 Win=2389248 Len=0"
"5886","70.849571","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1014959 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5887","70.849575","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1016329 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5888","70.849577","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1017699 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5889","70.849589","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5890","70.850065","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1020439 Win=2389248 Len=0"
"5891","70.850329","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1020439 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5892","70.850390","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1021809 Win=2389248 Len=0"
"5893","70.852206","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1021809 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5894","70.852207","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1023179 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5895","70.852299","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1024549 Win=2389248 Len=0"
"5896","70.852621","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1024549 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5897","70.852621","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1025919 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5898","70.852622","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1027289 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5899","70.852623","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1028659 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5900","70.852624","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [PSH, ACK] Seq=1030029 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5901","70.852717","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1031399 Win=2389248 Len=0"
"5902","70.853115","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1031399 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5903","70.853117","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1032769 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5904","70.853117","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1034139 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5905","70.853185","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1035509 Win=2389248 Len=0"
"5906","70.857022","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5907","70.857022","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1036879 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5908","70.857093","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1038249 Win=2389248 Len=0"
"5909","70.860003","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1038249 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5910","70.860008","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1039619 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5911","70.860008","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1040989 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5912","70.860153","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1042359 Win=2389248 Len=0"
"5913","70.861591","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1042359 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5914","70.861592","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1043729 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5915","70.861592","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1045099 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5916","70.861593","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1046469 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5917","70.861594","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [PSH, ACK] Seq=1047839 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5918","70.861697","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1049209 Win=2389248 Len=0"
"5919","70.862975","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1049209 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5920","70.862976","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1050579 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5921","70.862976","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
"5922","70.863075","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1053319 Win=2389248 Len=0"
"5923","70.866980","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1053319 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5924","70.866981","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1054689 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5925","70.866982","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1056059 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5926","70.866986","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1057429 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5927","70.866986","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1058799 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5928","70.867327","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1060169 Win=2389248 Len=0"
"5929","70.867904","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1060169 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5930","70.868364","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1061539 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5931","70.868365","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1062909 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5932","70.868366","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1064279 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5933","70.868367","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1065649 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5934","70.868469","192.168.42.54","152.195.61.139","TCP","54","53918  >  443 [ACK] Seq=3142 Ack=1067019 Win=2389248 Len=0"
"5935","70.872397","152.195.61.139","192.168.42.54","TCP","1424","443  >  53918 [ACK] Seq=1067019 Ack=3142 Win=152064 Len=1370 [TCP segment of a reassembled PDU]"
"5936","70.872398","152.195.61.139","192.168.42.54","TLSv1.3","1424","Application Data, Application Data, Application Data"
